id,latitude,longitude,day_of_year,day_of_week,hour,month,pollution_value
2152,51.198,-1.42,301,6,3,10,10.5
2153,21.88,111.972,221,0,14,8,15.5
2154,-26.908,26.643,144,2,17,5,3.5
2155,37.592,-121.018,143,1,2,5,15.5
2156,38.145,139.995,267,0,10,9,16.5
2157,19.418,-98.994,242,2,4,8,6.5
2158,30.652,103.974,221,0,14,8,22.5
2159,22.55,88.405,84,4,2,3,115.5
2160,44.934,82.082,221,0,14,8,12.5
2161,49.731,-112.9,134,1,18,5,8.1
2162,41.74,27.203,151,2,3,5,17.549
2163,31.796,-106.551,315,3,14,11,10.8
2164,40.313,-79.831,151,2,2,5,23.5
2165,19.212,-99.622,200,3,9,7,42.5
2166,35.708,139.75,267,0,10,9,9.5
2167,31.183,107.483,366,3,19,12,67.5
2168,44.769,-0.564,61,4,22,3,8.7
2169,33.777,130.952,267,0,10,9,7.5
2170,22.853,108.407,221,0,14,8,18.5
2171,35.1,136.06,267,0,10,9,6.5
2172,-33.836,150.803,327,2,2,11,7.0
2173,35.61,140.089,267,0,10,9,7.5
2174,31.586,120.21,221,0,14,8,34.5
2175,27.813,114.912,221,0,14,8,32.5
2176,49.405,18.869,214,3,10,8,13.3874
2177,39.305,-78.04,151,2,2,5,14.7
2178,38.234,140.8,267,0,10,9,4.5
2179,-18.438,-70.323,24,3,19,1,19.43
2180,-23.524,-46.622,95,2,23,4,16.5
2181,41.832,-103.664,151,2,2,5,6.5
2182,40.172,116.222,221,0,14,8,8.5
2183,38.319,140.862,267,0,10,9,7.5
2184,37.522,-82.581,151,2,2,5,8.0
2185,23.185,77.436,289,6,19,10,119.5
2186,36.616,140.691,267,0,10,9,6.5
2187,34.378,-119.717,109,4,16,4,13.5
2188,-37.807,144.768,305,3,8,10,5.1
2189,46.068,122.099,221,0,14,8,24.5
2190,27.538,77.681,304,0,5,10,71.3
2191,21.915,120.821,137,0,8,5,4.5
2192,47.33,-68.341,151,2,2,5,10.2
2193,4.543,-74.092,91,4,8,4,17.5
2194,35.08,136.83,267,0,10,9,6.5
2195,37.183,122.467,221,0,14,8,33.5
2196,42.235,-121.688,151,2,2,5,6.6
2197,24.458,98.605,364,0,19,12,34.5
2198,38.523,-90.249,151,2,2,5,9.6
2199,34.783,134.32,267,0,10,9,5.5
2200,36.008,138.066,267,0,10,9,10.5
2201,36.497,138.486,267,0,10,9,9.5
2202,40.366,49.812,143,1,0,5,23.5
2203,35.986,-83.981,145,2,7,5,12.2
2204,36.997,35.656,151,2,3,5,21.047
2205,38.541,-121.444,150,1,10,5,5.3
2206,19.355,-99.652,31,1,18,1,106.5
2207,23.705,109.282,366,3,19,12,25.5
2208,20.937,-100.694,324,1,18,11,18.074404875437416
2209,32.961,131.886,267,0,10,9,6.5
2210,43.989,87.301,221,0,14,8,12.5
2211,40.812,114.884,221,0,14,8,13.5
2212,25.364,51.186,267,0,10,9,37.5
2213,43.851,142.452,267,0,10,9,5.5
2214,34.584,112.632,221,0,14,8,26.5
2215,48.218,17.392,214,3,10,8,14.434
2216,30.565,104.108,221,0,14,8,26.5
2217,35.181,137.064,267,0,10,9,9.5
2218,-28.845,31.9,231,4,15,8,19.166
2219,26.192,85.91,304,0,4,10,411.5
2220,45.04,9.681,127,2,2,5,12.5
2221,53.99,14.779,363,3,10,12,7.74604
2222,35.73,115.114,221,0,14,8,50.5
2223,31.345,75.617,304,0,5,10,59.36
2224,30.895,76.829,304,0,4,10,28.5
2225,-25.587,27.098,141,6,15,5,6.5
2226,41.583,-109.519,174,2,16,6,10.5
2227,40.858,-73.971,150,1,23,5,14.2
2228,41.043,117.919,366,3,19,12,32.5
2229,39.519,112.248,221,0,14,8,13.5
2230,43.045,141.425,267,0,10,9,5.5
2231,37.93,-121.247,144,1,21,5,10.5
2232,44.094,-115.931,147,5,3,5,7.5
2233,33.345,-115.968,144,2,21,5,15.3
2234,34.343,107.198,221,0,14,8,20.5
2235,42.85,129.356,221,0,14,8,9.5
2236,39.685,140.117,267,0,10,9,4.5
2237,35.442,137.087,267,0,10,9,8.5
2238,45.523,-122.585,145,2,10,5,8.5
2239,34.553,135.47,267,0,10,9,5.5
2240,21.633,110.958,221,0,14,8,17.5
2241,7.064,100.475,188,5,11,7,15.5
2242,39.429,-121.085,234,4,19,8,3.5
2243,41.516,-96.178,140,4,7,5,7.5
2244,45.813,-108.389,151,2,2,5,5.7
2245,39.269,-78.046,320,1,17,11,30.3
2246,-26.843,26.871,150,1,14,5,14.217
2247,28.216,77.862,304,0,4,10,127.53
2248,-25.587,27.098,141,6,17,5,11.5
2249,-31.36,19.182,146,4,17,5,4.67
2250,44.45,26.009,212,1,14,7,9.643436000000001
2251,36.038,111.544,366,3,19,12,69.5
2252,44.689,10.264,127,2,2,5,9.5
2253,34.796,137.192,267,0,10,9,9.5
2254,44.435,-122.762,151,2,2,5,7.5
2255,36.348,30.252,151,2,3,5,22.357
2256,24.388,102.551,221,0,14,8,16.5
2257,18.237,109.501,221,0,14,8,16.5
2258,33.422,120.222,221,0,14,8,26.5
2259,31.753,119.857,221,0,14,8,39.5
2260,35.661,-88.858,151,2,2,5,9.8
2261,38.793,-99.716,151,2,2,5,8.9
2262,49.113,0.263,164,2,12,6,7.4
2263,13.659,100.538,155,0,18,6,13.8
2264,17.501,103.515,188,5,11,7,12.520833412806192
2265,47.635,-122.622,151,2,2,5,7.5
2266,39.701,140.147,267,0,10,9,6.5
2267,-34.91,138.52,76,5,10,3,8.5
2268,34.638,135.519,267,0,10,9,7.5
2269,51.09,16.17,1,2,1,1,15.0809
2270,24.428,118.327,137,0,7,5,18.5
2271,34.789,133.621,267,0,10,9,6.5
2272,44.525,11.938,127,2,2,5,12.5
2273,23.028,72.506,188,3,12,7,36.43
2274,35.102,139.805,267,0,10,9,6.5
2275,42.292,140.96,267,0,10,9,9.5
2276,30.315,112.216,221,0,14,8,6.5
2277,-36.036,146.996,327,2,2,11,10.8
2278,35.529,134.813,266,6,1,9,8.5
2279,30.35,-95.429,150,1,10,5,6.3
2280,45.105,141.161,267,0,10,9,5.5
2281,28.287,117.002,221,0,14,8,8.5
2282,34.254,133.743,267,0,10,9,7.5
2283,35.422,133.381,267,0,10,9,8.5
2284,34.337,107.232,221,0,14,8,17.5
2285,26.487,106.658,221,0,14,8,20.5
2286,34.882,134.583,267,0,10,9,5.5
2287,28.517,112.379,221,0,14,8,9.5
2288,19.341,-98.407,325,2,23,11,60.1897878787879
2289,36.216,-115.222,151,2,2,5,8.8
2290,35.334,136.58,267,0,10,9,6.5
2291,25.139,75.822,304,0,5,10,93.0
2292,33.899,135.175,267,0,9,9,7.5
2293,19.211,72.932,289,6,18,10,51.19
2294,38.748,-77.212,151,2,2,5,21.2
2295,38.812,-119.793,232,6,20,8,13.5
2296,27.805,113.208,221,0,14,8,9.5
2297,40.82,-73.081,151,2,2,5,5.0
2298,53.552,-113.522,56,3,19,2,3.7
2299,-28.83,31.98,47,2,9,2,6.5
2300,-37.833,144.982,170,0,20,6,5.0
2301,31.008,121.768,221,0,14,8,26.5
2302,32.207,-110.938,151,2,2,5,8.5
2303,42.61,20.93,146,4,1,5,15.0
2304,40.402,-80.592,151,2,2,5,14.1
2305,34.939,-85.343,150,1,23,5,10.6
2306,36.682,-97.108,151,2,2,5,12.7
2307,33.536,114.04,366,3,19,12,30.5
2308,45.476,-105.376,151,2,2,5,19.1
2309,51.283,1.021,70,6,21,3,21.59821430842082
2310,40.624,140.47,267,0,10,9,10.5
2311,30.428,114.925,221,0,14,8,21.5
2312,34.46,136.839,267,0,10,9,7.5
2313,42.441,-70.971,117,2,18,4,7.5
2314,33.708,-115.797,244,2,21,9,11.5
2315,40.761,30.641,151,2,3,5,42.903
2316,32.078,118.781,221,0,14,8,32.5
2317,40.175,44.525,166,3,16,6,13.9
2318,29.215,88.928,221,0,14,8,4.5
2319,38.278,140.33,267,0,10,9,9.5
2320,47.496,-92.56,151,2,2,5,13.1
2321,37.673,-121.74,151,2,2,5,5.5
2322,35.361,-120.497,79,3,16,3,7.5
2323,30.52,105.582,221,0,14,8,3.5
2324,37.597,-77.451,142,6,6,5,11.6
2325,31.796,-106.551,314,2,10,11,8.3
2326,23.067,72.555,188,3,11,7,3.5
2327,35.729,115.053,221,0,14,8,46.5
2328,35.733,139.775,267,0,10,9,5.5
2329,34.713,134.758,267,0,10,9,5.5
2330,-25.445,28.112,150,1,17,5,11.443
2331,35.432,139.931,267,0,10,9,6.5
2332,40.603,109.959,221,0,14,8,16.5
2333,34.763,137.547,265,5,3,9,9.5
2334,48.899,2.35,212,1,10,7,19.5
2335,32.839,-80.001,141,5,18,5,13.0
2336,38.539,-121.515,250,2,22,9,9.8
2337,35.763,107.687,366,3,19,12,60.5
2338,33.101,107.05,221,0,14,8,10.5
2339,35.121,136.745,267,0,10,9,5.5
2340,27.729,109.232,221,0,14,8,21.5
2341,28.756,104.724,179,5,14,6,7.5
2342,34.114,135.205,267,0,10,9,3.5
2343,35.536,140.101,267,0,10,9,5.5
2344,24.737,121.709,137,0,8,5,13.5
2345,34.803,117.618,221,0,14,8,30.5
2346,32.985,112.524,221,0,14,8,20.5
2347,34.802,134.469,267,0,10,9,14.5
2348,51.559,0.103,94,2,10,4,5.5
2349,46.394,-94.12,151,2,2,5,10.1
2350,26.294,-81.752,150,1,21,5,18.4
2351,32.658,117.004,221,0,14,8,35.5
2352,46.588,131.133,366,3,19,12,35.5
2353,29.996,102.972,366,3,19,12,43.5
2354,29.185,75.768,304,0,4,10,113.1
2355,27.806,102.309,221,0,14,8,15.5
2356,42.184,-83.165,150,1,23,5,9.8
2357,-37.698,145.007,79,6,2,3,12.63
2358,32.897,130.726,267,0,10,9,9.5
2359,40.596,-122.249,66,4,9,3,18.5
2360,34.959,136.668,267,0,10,9,6.5
2361,33.843,-118.243,159,4,15,6,20.0
2362,45.326,-118.071,151,2,2,5,7.4
2363,44.295,-88.419,151,2,2,5,12.6
2364,12.937,77.56,289,6,19,10,23.5
2365,32.69,-115.479,151,2,2,5,9.1
2366,35.299,-120.613,145,2,12,5,10.5
2367,40.366,49.812,144,2,22,5,27.5
2368,46.034,18.217,95,2,22,4,36.5
2369,30.474,106.633,366,3,19,12,81.5
2370,36.304,-115.228,151,2,2,5,8.9
2371,32.851,-111.902,274,2,1,9,6.5
2372,34.117,131.809,267,0,10,9,8.5
2373,35.689,139.348,267,0,10,9,4.5
2374,42.385,-82.167,198,0,21,7,4.5
2375,35.93,139.729,260,0,16,9,11.5
2376,48.276,14.187,230,5,23,8,5.583333333333334
2377,44.734,-93.239,151,2,2,5,15.9
2378,38.733,-90.139,151,2,2,5,10.8
2379,36.914,120.562,221,0,14,8,39.5
2380,43.403,-2.662,29,0,22,1,13.5
2381,52.321,-1.581,301,6,3,10,10.5
2382,44.309,-78.311,212,0,21,7,8.5
2383,40.555,-122.153,330,1,9,11,9.5
2384,43.301,-2.003,29,0,22,1,12.5
2385,-26.027,29.015,150,1,0,5,43.549
2386,39.577,29.458,151,2,3,5,12.206
2387,38.719,-108.058,317,2,20,11,14.5
2388,38.507,-121.214,151,2,2,5,8.5
2389,28.921,77.784,299,2,10,10,112.5
2390,48.097,17.092,214,3,10,8,11.4054
2391,34.687,134.998,267,0,10,9,6.5
2392,28.039,116.234,221,0,14,8,27.5
2393,41.698,-86.231,151,2,2,5,9.6
2394,28.281,109.709,221,0,14,8,28.5
2395,47.716,128.889,366,3,18,12,20.5
2396,47.219,-122.429,151,2,2,5,8.5
2397,45.793,130.872,7,1,12,1,36.5
2398,43.582,-72.323,151,2,2,5,8.5
2399,30.286,120.317,221,0,14,8,34.5
2400,34.725,136.176,267,0,10,9,6.5
2401,32.839,-80.001,141,5,22,5,7.9
2402,20.583,-103.451,185,2,7,7,3.7702
2403,40.77,107.438,221,0,14,8,24.5
2404,34.74,134.885,267,0,10,9,3.5
2405,32.839,-80.001,141,5,23,5,17.1
2406,29.599,106.542,221,0,14,8,16.5
2407,22.625,110.122,221,0,14,8,17.5
2408,45.494,-122.866,151,2,2,5,6.2
2409,43.285,-79.765,212,0,20,7,11.5
2410,41.516,-96.178,142,6,0,5,4.5
2411,-25.522,27.135,282,6,21,10,40.5
2412,30.278,120.121,366,3,18,12,38.5
2413,12.683,101.163,188,5,11,7,15.9
2414,35.574,-78.422,151,2,2,5,14.5
2415,39.958,-77.333,151,2,2,5,13.7
2416,38.594,68.801,151,2,2,5,17.5
2417,23.394,116.723,221,0,14,8,16.5
2418,38.979,-75.543,151,2,2,5,19.5
2419,39.812,98.267,221,0,14,8,15.5
2420,25.714,85.241,289,6,19,10,83.31
2421,34.688,132.553,267,0,10,9,11.5
2422,48.892,21.712,214,3,10,8,16.573999999999998
2423,35.81,140.329,267,0,10,9,5.5
2424,46.678,-123.001,151,2,2,5,5.8
2425,42.05,121.656,221,0,14,8,55.5
2426,33.917,130.819,267,0,10,9,11.5
2427,13.669,100.697,60,3,13,2,33.1
2428,32.934,131.089,267,0,10,9,7.5
2429,33.265,130.36,267,0,10,9,8.5
2430,24.588,80.829,304,0,5,10,13.69
2431,34.323,-118.705,143,1,2,5,7.5
2432,33.604,130.238,267,0,10,9,6.5
2433,29.327,104.747,221,0,14,8,9.5
2434,40.457,-86.846,150,1,10,5,8.5
2435,31.85,-111.024,151,2,2,5,7.5
2436,28.638,77.067,53,3,0,2,186.5
2437,29.538,-95.032,150,1,10,5,10.3
2438,29.793,116.061,221,0,14,8,34.5
2439,40.992,113.082,221,0,14,8,19.5
2440,25.078,117.019,221,0,14,8,13.5
2441,35.662,140.101,267,0,10,9,6.5
2442,34.208,-119.146,151,2,2,5,5.5
2443,40.167,116.682,221,0,14,8,16.5
2444,34.108,-118.266,136,1,23,5,16.9
2445,24.353,109.436,221,0,14,8,17.5
2446,23.038,109.568,366,3,19,12,32.5
2447,18.693,73.852,202,3,7,7,16.4
2448,39.972,116.37,221,0,14,8,13.5
2449,34.264,109.03,221,0,14,8,17.5
2450,42.828,-106.37,150,1,18,5,7.5
2451,29.662,-95.158,75,3,15,3,8.5
2452,35.772,139.944,267,0,10,9,7.5
2453,35.289,136.821,267,0,10,9,4.5
2454,47.945,106.912,73,3,1,3,51.5
2455,41.057,-80.646,287,3,19,10,14.9
2456,33.32,130.904,267,0,10,9,16.5
2457,13.7,100.465,157,2,0,6,16.1
2458,35.299,-120.613,145,2,18,5,14.5
2459,15.133,104.328,306,3,21,11,21.5
2460,40.655,-80.291,151,2,2,5,14.9
2461,27.083,142.217,308,5,20,11,11.5
2462,41.33,-112.032,151,2,2,5,12.1
2463,37.597,-77.451,144,1,22,5,7.1
2464,41.84,-71.432,33,3,15,2,13.5
2465,44.832,11.948,127,2,2,5,9.5
2466,41.492,-122.381,330,1,19,11,19.5
2467,44.276,23.787,252,6,1,9,10.760022
2468,32.839,-80.001,140,4,16,5,15.0
2469,34.809,134.454,267,0,10,9,8.5
2470,23.413,120.462,137,0,8,5,16.5
2471,13.821,100.541,85,0,5,3,38.375
2472,47.689,-117.307,151,2,2,5,6.5
2473,-33.726,25.666,101,1,17,4,12.454
2474,35.642,103.216,366,3,19,12,120.5
2475,35.04,136.977,267,0,10,9,8.5
2476,26.142,-80.182,151,2,2,5,11.0
2477,30.59,114.283,221,0,14,8,21.5
2478,-25.955,28.237,163,6,14,6,10.708
2479,35.874,14.524,51,1,13,2,12.06497
2480,7.526,99.554,188,5,11,7,12.7
2481,35.561,139.413,267,0,10,9,9.5
2482,-35.026,138.869,135,0,8,5,8.2
2483,13.688,100.527,188,5,11,7,20.0
2484,38.942,115.475,221,0,14,8,27.5
2485,42.598,-112.464,305,4,21,11,98.8
2486,36.559,-87.346,94,3,19,4,18.5
2487,-33.713,150.868,326,1,19,11,4.5
2488,50.21,3.273,115,2,3,4,8.2
2489,51.254,4.386,348,4,15,12,25.12
2490,28.6,77.215,304,0,3,10,63.5
2491,44.94,11.199,127,2,2,5,14.5
2492,38.371,28.478,151,2,0,5,37.5
2493,30.507,105.513,221,0,14,8,13.5
2494,38.127,-4.881,2,1,1,1,3.5
2495,41.214,123.201,221,0,14,8,16.5
2496,42.338,-71.095,151,2,2,5,8.5
2497,37.808,-118.465,261,2,9,9,15.5
2498,18.758,98.945,147,5,18,5,23.5
2499,41.114,122.046,221,0,14,8,38.5
2500,-26.021,29.305,150,1,0,5,3.5
2501,29.321,88.886,221,0,14,8,7.5
2502,29.448,-98.598,151,2,2,5,11.3
2503,14.733,-17.54,210,6,11,7,13.562291940053305
2504,32.824,130.676,267,0,10,9,8.5
2505,48.52,-120.17,151,2,2,5,7.4
2506,34.589,135.523,267,0,10,9,8.5
2507,30.766,120.771,221,0,14,8,33.5
2508,36.34,-119.676,151,2,2,5,12.5
2509,41.112,-81.463,151,2,2,5,17.2
2510,45.605,-88.777,151,2,2,5,11.5
2511,22.802,115.332,221,0,14,8,19.5
2512,13.731,100.661,188,5,11,7,17.4
2513,26.17,119.991,137,0,8,5,11.5
2514,39.749,-104.992,150,1,17,5,13.6
2515,30.455,106.659,221,0,14,8,8.5
2516,30.106,104.684,221,0,14,8,9.5
2517,70.094,-143.632,142,0,20,5,5.6
2518,39.386,-121.158,237,0,11,8,58.5
2519,33.778,-81.847,151,2,2,5,11.0
2520,36.551,114.776,221,0,14,8,64.5
2521,42.996,-7.569,29,0,22,1,18.5
2522,35.402,139.215,267,0,10,9,8.5
2523,19.183,72.934,142,6,10,5,19.95
2524,27.717,111.951,221,0,14,8,21.5
2525,39.565,116.707,221,0,14,8,37.5
2526,42.869,125.091,221,0,14,8,30.5
2527,44.807,20.407,214,3,11,8,18.743166666667
2528,37.214,122.057,221,0,14,8,27.5
2529,52.209,20.99,8,6,10,1,152.3
2530,32.626,116.973,179,5,8,6,49.5
2531,37.133,37.525,151,2,3,5,23.128
2532,43.252,-2.875,29,0,22,1,16.5
2533,47.55,-116.287,151,2,2,5,9.5
2534,33.416,104.975,221,0,14,8,15.5
2535,33.913,112.85,221,0,14,8,14.5
2536,34.766,-96.657,151,2,2,5,10.0
2537,51.875,-8.421,29,0,22,1,17.72
2538,33.233,130.189,267,0,10,9,11.5
2539,42.652,21.128,145,3,2,5,36.3
2540,44.628,-123.966,151,2,2,5,5.4
2541,43.652,-70.28,151,2,2,5,11.5
2542,-37.875,148.002,49,1,1,2,15.9
2543,18.273,99.438,188,5,11,7,5.416666666666667
2544,38.283,140.9,267,0,10,9,7.5
2545,34.96,132.24,267,0,10,9,7.5
2546,33.606,114.053,220,6,11,8,25.5
2547,39.064,-120.15,14,1,22,1,4.5
2548,45.739,126.675,221,0,14,8,10.5
2549,34.508,109.092,221,0,14,8,15.5
2550,19.402,98.451,153,5,6,6,20.1
2551,31.683,118.48,366,3,19,12,39.5
2552,29.776,-95.342,150,1,10,5,13.7
2553,35.788,139.29,267,0,10,9,8.5
2554,36.534,116.73,366,3,18,12,38.5
2555,25.058,102.725,221,0,14,8,24.5
2556,57.681,18.296,214,3,9,8,6.7023
2557,35.589,-77.332,87,3,17,3,11.5
2558,13.714,100.462,158,3,19,6,24.3
2559,-25.527,27.128,272,3,18,9,20.5
2560,37.406,126.971,193,3,19,7,16.5
2561,29.629,94.37,221,0,14,8,11.5
2562,29.599,103.728,221,0,14,8,17.5
2563,42.82,-2.712,29,0,22,1,16.5
2564,28.619,77.273,304,0,3,10,286.5
2565,23.943,120.376,137,0,7,5,12.5
2566,37.917,-87.505,60,4,17,3,27.0
2567,37.64,-1.679,244,5,0,8,15.56
2568,26.539,80.257,304,0,5,10,136.36
2569,48.155,15.613,213,1,15,8,9.35000038
2570,-26.574,29.077,145,2,21,5,110.565
2571,38.3,140.944,267,0,10,9,5.5
2572,35.298,115.464,221,0,14,8,28.5
2573,37.464,121.221,221,0,14,8,37.5
2574,36.796,137.108,267,0,10,9,6.5
2575,32.839,-80.001,144,1,16,5,10.3
2576,35.767,139.468,267,0,10,9,7.5
2577,13.879,100.542,42,4,5,2,23.5
2578,33.157,129.821,267,0,10,9,8.5
2579,41.618,120.404,221,0,14,8,30.5
2580,35.926,139.598,267,0,10,9,6.5
2581,41.091,-95.997,149,0,23,5,13.5
2582,28.598,77.214,53,3,0,2,152.5
2583,35.345,113.92,202,2,0,7,15.5
2584,6.406,100.235,188,4,5,7,14.4
2585,47.488,-122.29,151,2,2,5,8.5
2586,42.046,-104.131,258,2,10,9,6.9
2587,24.774,113.623,221,0,14,8,11.5
2588,17.786,103.687,62,5,6,3,3.5
2589,39.764,76.189,221,0,14,8,14.5
2590,22.807,108.275,221,0,14,8,15.5
2591,-25.522,27.135,146,4,19,5,84.5
2592,-33.782,150.876,327,2,2,11,36.6
2593,44.859,-68.746,150,1,23,5,6.5
2594,35.623,139.754,267,0,10,9,5.5
2595,34.867,113.56,221,0,14,8,27.5
2596,46.233,-119.792,151,2,2,5,7.8
2597,52.355,16.971,44,2,21,2,23.463
2598,-23.901,29.41,145,2,22,5,19.508
2599,,,87,0,8,3,7.0
2600,37.111,-76.341,151,2,2,5,26.9
2601,37.288,42.415,151,2,3,5,28.352
2602,47.347,-102.532,170,1,23,6,4.1
2603,40.274,33.062,301,4,13,10,11.574
2604,41.516,-96.178,145,2,16,5,3.5
2605,41.811,140.829,267,0,10,9,8.5
2606,38.94,-119.938,138,2,17,5,8.6
2607,26.338,117.722,221,0,14,8,14.5
2608,50.416,16.527,2,1,7,1,10.595880000000001
2609,44.645,26.094,29,0,23,1,10.73876391
2610,29.56,105.023,221,0,14,8,9.5
2611,26.629,104.863,221,0,14,8,11.5
2612,46.687,21.223,140,5,12,5,9.5
2613,33.602,130.744,267,0,10,9,6.5
2614,-26.662,27.839,151,2,0,5,3.7800000000000002
2615,36.041,111.462,221,0,14,8,44.5
2616,20.619,-100.347,266,3,14,9,12.87
2617,34.882,-80.891,213,0,13,8,9.5
2618,35.153,-106.551,151,2,2,5,10.3
2619,44.8,20.443,214,3,11,8,13.1586666666667
2620,35.286,113.196,221,0,14,8,16.5
2621,37.31,-7.719,335,5,4,11,30.7
2622,35.041,-120.583,165,1,8,6,17.5
2623,31.187,107.467,221,0,14,8,13.5
2624,37.123,114.524,221,0,14,8,32.5
2625,6.148,-75.617,249,3,16,9,21.2611
2626,-37.541,149.733,52,4,5,2,4.5
2627,40.595,-122.256,59,4,13,2,17.5
2628,26.635,106.617,221,0,14,8,5.5
2629,49.882,-124.529,31,2,18,1,3.5
2630,41.516,-96.178,145,2,3,5,9.5
2631,53.392,-6.374,29,0,23,1,12.59
2632,42.698,20.246,294,1,16,10,14.181
2633,48.286,-116.57,131,3,0,5,3.5
2634,37.131,-86.183,224,1,23,8,10.6
2635,27.738,106.877,221,0,14,8,10.5
2636,32.566,-117.017,237,2,17,8,13.7
2637,33.454,-82.038,150,1,23,5,13.9
2638,63.13,21.595,29,0,23,1,3.5
2639,34.581,69.163,227,6,16,8,139.5
2640,41.13,123.069,221,0,14,8,26.5
2641,46.656,-90.658,151,2,2,5,12.3
2642,-25.587,27.098,141,6,14,5,6.5
2643,36.015,139.195,267,0,10,9,9.5
2644,42.318,-71.1,94,2,17,4,11.5
2645,29.856,106.344,221,0,14,8,18.5
2646,42.646,21.028,146,4,1,5,14.4
2647,-26.477,29.228,89,3,21,3,3.5
2648,38.412,106.226,221,0,14,8,16.5
2649,-32.938,151.643,327,2,2,11,4.7
2650,47.114,27.718,29,0,23,1,52.20244444
2651,18.506,-97.384,251,5,3,9,10.920781944444439
2652,44.902,10.678,127,2,2,5,13.5
2653,49.21,-122.907,264,3,3,9,11.291666666666668
2654,28.777,77.034,304,0,3,10,299.5
2655,36.075,139.599,267,0,10,9,14.5
2656,-23.599,-46.703,95,2,23,4,14.5
2657,33.777,130.706,32,3,2,2,18.5
2658,-23.591,-46.587,95,2,23,4,11.5
2659,34.748,137.756,267,0,10,9,10.5
2660,28.638,77.053,134,0,5,5,3.5
2661,13.037,77.556,53,3,5,2,47.29
2662,37.761,-119.068,238,6,12,8,8.5
2663,29.397,105.917,221,0,14,8,28.5
2664,44.559,-123.246,207,1,23,7,16.1
2665,24.43,111.437,221,0,14,8,19.5
2666,22.855,114.429,221,0,14,8,8.5
2667,39.953,116.439,227,1,18,8,28.5
2668,19.283,-98.215,341,4,18,12,17.2608638975355
2669,30.347,-81.559,151,2,2,5,15.3
2670,23.255,113.465,221,0,14,8,7.5
2671,48.951,-115.163,230,6,3,8,31.5
2672,24.98,121.228,356,4,8,12,12.5
2673,34.391,135.592,267,0,10,9,6.5
2674,35.622,140.026,267,0,10,9,7.5
2675,41.094,-123.657,339,3,21,12,5.5
2676,35.34,135.203,267,0,10,9,9.5
2677,18.874,-99.229,311,2,18,11,23.5
2678,32.184,-96.846,341,1,20,12,9.3
2679,22.493,113.427,221,0,14,8,9.5
2680,47.669,-117.327,151,2,2,5,8.5
2681,56.699,16.366,214,3,10,8,6.9
2682,36.397,140.402,267,0,9,9,4.5
2683,37.716,115.585,221,0,14,8,32.5
2684,24.73,108.231,221,0,14,8,13.5
2685,48.099,16.467,64,0,13,3,8.64999961
2686,32.368,-90.231,151,2,2,5,14.6
2687,35.323,-106.568,325,3,17,11,5.9
2688,34.549,133.38,267,0,10,9,11.5
2689,50.667,21.764,363,2,10,12,19.7
2690,44.457,20.692,214,3,11,8,16.307833333333
2691,38.484,102.182,366,3,19,12,19.5
2692,34.405,-118.799,162,2,23,6,5.5
2693,17.513,78.578,289,6,17,10,25.43
2694,46.481,11.354,29,0,21,1,25.92
2695,35.188,115.432,221,0,14,8,37.5
2696,46.519,15.605,214,3,10,8,14.4
2697,41.947,123.714,221,0,14,8,22.5
2698,22.758,114.531,221,0,14,8,15.5
2699,37.597,-77.451,139,3,4,5,9.3
2700,26.275,106.844,221,0,14,8,22.5
2701,41.015,-73.742,151,2,2,5,26.0
2702,30.661,104.099,221,0,14,8,21.5
2703,41.416,-73.488,151,2,2,5,80.5
2704,50.17,3.187,344,0,12,12,8.1
2705,34.323,135.277,267,0,10,9,8.5
2706,31.877,106.796,366,3,19,12,53.5
2707,-33.925,151.062,273,4,7,9,9.4
2708,39.787,-94.818,151,2,2,5,14.4
2709,50.847,12.064,29,0,22,1,16.293986320000002
2710,-22.487,-68.926,277,2,17,10,21.5
2711,44.298,86.084,221,0,14,8,11.5
2712,24.407,111.512,221,0,14,8,12.5
2713,44.555,129.611,206,6,11,7,12.5
2714,23.89,91.29,289,6,19,10,71.5
2715,41.058,123.134,221,0,14,8,22.5
2716,30.854,120.209,221,0,14,8,34.5
2717,38.509,106.316,221,0,14,8,15.5
2718,37.981,-119.128,324,0,23,11,3.5
2719,39.092,-84.525,165,1,6,6,11.6
2720,35.696,139.732,267,0,10,9,8.5
2721,41.681,86.189,221,0,14,8,12.5
2722,40.506,0.441,124,3,1,5,5.5
2723,37.376,116.374,221,0,14,8,37.5
2724,45.209,-109.29,355,1,0,12,5.5
2725,33.449,-112.161,151,2,2,5,8.3
2726,16.1,103.628,167,2,4,6,13.5
2727,44.505,26.023,212,1,14,7,7.070377000000001
2728,34.245,134.237,267,0,10,9,7.5
2729,-25.522,27.135,216,3,22,8,43.5
2730,48.632,18.53,213,2,13,7,11.7097
2731,30.348,113.895,366,3,18,12,17.5
2732,24.61,120.788,137,0,8,5,13.5
2733,41.647,26.568,23,0,20,1,14.82
2734,35.285,113.243,221,0,14,8,14.5
2735,46.216,-115.993,151,2,2,5,12.5
2736,29.779,116.002,221,0,14,8,37.5
2737,39.064,-120.15,15,2,22,1,23.5
2738,-24.618,30.175,89,3,21,3,5.8580000000000005
2739,18.203,99.791,188,5,11,7,11.3
2740,50.89,-0.12,323,0,18,11,5.763999999999999
2741,34.849,134.931,267,0,10,9,5.5
2742,-27.97,153.388,215,3,20,8,6.9
2743,44.718,11.962,127,2,2,5,11.5
2744,24.746,84.354,304,0,4,10,66.5
